"time","units","value","year","month","model","experiment","variable","ensemble","method_used"
18571216.5,"1",8.16436767578125,"1857","12","CanESM2","historical","ph","r1i1p1","fldmean"
18580116.5,"1",8.16162586212158,"1858","01","CanESM2","historical","ph","r1i1p1","fldmean"
18580215,"1",8.16066646575928,"1858","02","CanESM2","historical","ph","r1i1p1","fldmean"
18580316.5,"1",8.1627140045166,"1858","03","CanESM2","historical","ph","r1i1p1","fldmean"
18580416,"1",8.16591167449951,"1858","04","CanESM2","historical","ph","r1i1p1","fldmean"
18580516.5,"1",8.16714382171631,"1858","05","CanESM2","historical","ph","r1i1p1","fldmean"
18580616,"1",8.16478252410889,"1858","06","CanESM2","historical","ph","r1i1p1","fldmean"
18580716.5,"1",8.16143608093262,"1858","07","CanESM2","historical","ph","r1i1p1","fldmean"
18580816.5,"1",8.15812301635742,"1858","08","CanESM2","historical","ph","r1i1p1","fldmean"
18580916,"1",8.15840244293213,"1858","09","CanESM2","historical","ph","r1i1p1","fldmean"
18581016.5,"1",8.16162300109863,"1858","10","CanESM2","historical","ph","r1i1p1","fldmean"
18581116,"1",8.16314792633057,"1858","11","CanESM2","historical","ph","r1i1p1","fldmean"
18581216.5,"1",8.1621561050415,"1858","12","CanESM2","historical","ph","r1i1p1","fldmean"
18590116.5,"1",8.15938854217529,"1859","01","CanESM2","historical","ph","r1i1p1","fldmean"
18590215,"1",8.15761852264404,"1859","02","CanESM2","historical","ph","r1i1p1","fldmean"
18590316.5,"1",8.15874767303467,"1859","03","CanESM2","historical","ph","r1i1p1","fldmean"
18590416,"1",8.16284561157227,"1859","04","CanESM2","historical","ph","r1i1p1","fldmean"
18590516.5,"1",8.16559886932373,"1859","05","CanESM2","historical","ph","r1i1p1","fldmean"
18590616,"1",8.16376209259033,"1859","06","CanESM2","historical","ph","r1i1p1","fldmean"
18590716.5,"1",8.15982341766357,"1859","07","CanESM2","historical","ph","r1i1p1","fldmean"
18590816.5,"1",8.15806865692139,"1859","08","CanESM2","historical","ph","r1i1p1","fldmean"
18590916,"1",8.15958118438721,"1859","09","CanESM2","historical","ph","r1i1p1","fldmean"
18591016.5,"1",8.16340160369873,"1859","10","CanESM2","historical","ph","r1i1p1","fldmean"
18591116,"1",8.16574382781982,"1859","11","CanESM2","historical","ph","r1i1p1","fldmean"
18591216.5,"1",8.1642370223999,"1859","12","CanESM2","historical","ph","r1i1p1","fldmean"
18600116.5,"1",8.16152000427246,"1860","01","CanESM2","historical","ph","r1i1p1","fldmean"
18600215,"1",8.16064548492432,"1860","02","CanESM2","historical","ph","r1i1p1","fldmean"
18600316.5,"1",8.16256713867188,"1860","03","CanESM2","historical","ph","r1i1p1","fldmean"
18600416,"1",8.16539096832275,"1860","04","CanESM2","historical","ph","r1i1p1","fldmean"
18600516.5,"1",8.1666202545166,"1860","05","CanESM2","historical","ph","r1i1p1","fldmean"
18600616,"1",8.16450786590576,"1860","06","CanESM2","historical","ph","r1i1p1","fldmean"
18600716.5,"1",8.16125583648682,"1860","07","CanESM2","historical","ph","r1i1p1","fldmean"
18600816.5,"1",8.15842342376709,"1860","08","CanESM2","historical","ph","r1i1p1","fldmean"
18600916,"1",8.15987873077393,"1860","09","CanESM2","historical","ph","r1i1p1","fldmean"
18601016.5,"1",8.16285514831543,"1860","10","CanESM2","historical","ph","r1i1p1","fldmean"
18601116,"1",8.16494846343994,"1860","11","CanESM2","historical","ph","r1i1p1","fldmean"
18601216.5,"1",8.16390132904053,"1860","12","CanESM2","historical","ph","r1i1p1","fldmean"
18610116.5,"1",8.1610164642334,"1861","01","CanESM2","historical","ph","r1i1p1","fldmean"
18610215,"1",8.16054821014404,"1861","02","CanESM2","historical","ph","r1i1p1","fldmean"
18610316.5,"1",8.16230964660645,"1861","03","CanESM2","historical","ph","r1i1p1","fldmean"
18610416,"1",8.16497707366943,"1861","04","CanESM2","historical","ph","r1i1p1","fldmean"
18610516.5,"1",8.16641044616699,"1861","05","CanESM2","historical","ph","r1i1p1","fldmean"
18610616,"1",8.16428756713867,"1861","06","CanESM2","historical","ph","r1i1p1","fldmean"
18610716.5,"1",8.16081237792969,"1861","07","CanESM2","historical","ph","r1i1p1","fldmean"
18610816.5,"1",8.15766716003418,"1861","08","CanESM2","historical","ph","r1i1p1","fldmean"
18610916,"1",8.15917491912842,"1861","09","CanESM2","historical","ph","r1i1p1","fldmean"
18611016.5,"1",8.16261959075928,"1861","10","CanESM2","historical","ph","r1i1p1","fldmean"
18611116,"1",8.16445159912109,"1861","11","CanESM2","historical","ph","r1i1p1","fldmean"
18611216.5,"1",8.16300392150879,"1861","12","CanESM2","historical","ph","r1i1p1","fldmean"
18620116.5,"1",8.16007709503174,"1862","01","CanESM2","historical","ph","r1i1p1","fldmean"
18620215,"1",8.159348487854,"1862","02","CanESM2","historical","ph","r1i1p1","fldmean"
18620316.5,"1",8.16135597229004,"1862","03","CanESM2","historical","ph","r1i1p1","fldmean"
18620416,"1",8.16451168060303,"1862","04","CanESM2","historical","ph","r1i1p1","fldmean"
18620516.5,"1",8.16553783416748,"1862","05","CanESM2","historical","ph","r1i1p1","fldmean"
18620616,"1",8.16349506378174,"1862","06","CanESM2","historical","ph","r1i1p1","fldmean"
18620716.5,"1",8.16053104400635,"1862","07","CanESM2","historical","ph","r1i1p1","fldmean"
18620816.5,"1",8.15831661224365,"1862","08","CanESM2","historical","ph","r1i1p1","fldmean"
18620916,"1",8.15952491760254,"1862","09","CanESM2","historical","ph","r1i1p1","fldmean"
18621016.5,"1",8.16282272338867,"1862","10","CanESM2","historical","ph","r1i1p1","fldmean"
18621116,"1",8.1646556854248,"1862","11","CanESM2","historical","ph","r1i1p1","fldmean"
18621216.5,"1",8.16309547424316,"1862","12","CanESM2","historical","ph","r1i1p1","fldmean"
18630116.5,"1",8.15924835205078,"1863","01","CanESM2","historical","ph","r1i1p1","fldmean"
18630215,"1",8.15783500671387,"1863","02","CanESM2","historical","ph","r1i1p1","fldmean"
18630316.5,"1",8.15962409973145,"1863","03","CanESM2","historical","ph","r1i1p1","fldmean"
18630416,"1",8.16302680969238,"1863","04","CanESM2","historical","ph","r1i1p1","fldmean"
18630516.5,"1",8.16475868225098,"1863","05","CanESM2","historical","ph","r1i1p1","fldmean"
18630616,"1",8.16312313079834,"1863","06","CanESM2","historical","ph","r1i1p1","fldmean"
18630716.5,"1",8.15954875946045,"1863","07","CanESM2","historical","ph","r1i1p1","fldmean"
18630816.5,"1",8.15731811523438,"1863","08","CanESM2","historical","ph","r1i1p1","fldmean"
18630916,"1",8.15835571289062,"1863","09","CanESM2","historical","ph","r1i1p1","fldmean"
18631016.5,"1",8.16181659698486,"1863","10","CanESM2","historical","ph","r1i1p1","fldmean"
18631116,"1",8.16336822509766,"1863","11","CanESM2","historical","ph","r1i1p1","fldmean"
18631216.5,"1",8.16204643249512,"1863","12","CanESM2","historical","ph","r1i1p1","fldmean"
18640116.5,"1",8.15889930725098,"1864","01","CanESM2","historical","ph","r1i1p1","fldmean"
18640215,"1",8.15775012969971,"1864","02","CanESM2","historical","ph","r1i1p1","fldmean"
18640316.5,"1",8.15941429138184,"1864","03","CanESM2","historical","ph","r1i1p1","fldmean"
18640416,"1",8.16298961639404,"1864","04","CanESM2","historical","ph","r1i1p1","fldmean"
18640516.5,"1",8.16540145874023,"1864","05","CanESM2","historical","ph","r1i1p1","fldmean"
18640616,"1",8.1643180847168,"1864","06","CanESM2","historical","ph","r1i1p1","fldmean"
18640716.5,"1",8.16109275817871,"1864","07","CanESM2","historical","ph","r1i1p1","fldmean"
18640816.5,"1",8.15822601318359,"1864","08","CanESM2","historical","ph","r1i1p1","fldmean"
18640916,"1",8.15978145599365,"1864","09","CanESM2","historical","ph","r1i1p1","fldmean"
18641016.5,"1",8.1630802154541,"1864","10","CanESM2","historical","ph","r1i1p1","fldmean"
18641116,"1",8.16472244262695,"1864","11","CanESM2","historical","ph","r1i1p1","fldmean"
18641216.5,"1",8.1628942489624,"1864","12","CanESM2","historical","ph","r1i1p1","fldmean"
18650116.5,"1",8.16023540496826,"1865","01","CanESM2","historical","ph","r1i1p1","fldmean"
18650215,"1",8.15963745117188,"1865","02","CanESM2","historical","ph","r1i1p1","fldmean"
18650316.5,"1",8.16140651702881,"1865","03","CanESM2","historical","ph","r1i1p1","fldmean"
18650416,"1",8.16391563415527,"1865","04","CanESM2","historical","ph","r1i1p1","fldmean"
18650516.5,"1",8.16537475585938,"1865","05","CanESM2","historical","ph","r1i1p1","fldmean"
18650616,"1",8.16330623626709,"1865","06","CanESM2","historical","ph","r1i1p1","fldmean"
18650716.5,"1",8.15893268585205,"1865","07","CanESM2","historical","ph","r1i1p1","fldmean"
18650816.5,"1",8.15528202056885,"1865","08","CanESM2","historical","ph","r1i1p1","fldmean"
18650916,"1",8.15630149841309,"1865","09","CanESM2","historical","ph","r1i1p1","fldmean"
18651016.5,"1",8.15933609008789,"1865","10","CanESM2","historical","ph","r1i1p1","fldmean"
18651116,"1",8.16038417816162,"1865","11","CanESM2","historical","ph","r1i1p1","fldmean"
18651216.5,"1",8.15874767303467,"1865","12","CanESM2","historical","ph","r1i1p1","fldmean"
18660116.5,"1",8.15633869171143,"1866","01","CanESM2","historical","ph","r1i1p1","fldmean"
18660215,"1",8.15520858764648,"1866","02","CanESM2","historical","ph","r1i1p1","fldmean"
18660316.5,"1",8.15836620330811,"1866","03","CanESM2","historical","ph","r1i1p1","fldmean"
18660416,"1",8.1625509262085,"1866","04","CanESM2","historical","ph","r1i1p1","fldmean"
18660516.5,"1",8.16537189483643,"1866","05","CanESM2","historical","ph","r1i1p1","fldmean"
18660616,"1",8.16397476196289,"1866","06","CanESM2","historical","ph","r1i1p1","fldmean"
18660716.5,"1",8.15983486175537,"1866","07","CanESM2","historical","ph","r1i1p1","fldmean"
18660816.5,"1",8.15780639648438,"1866","08","CanESM2","historical","ph","r1i1p1","fldmean"
18660916,"1",8.15936946868896,"1866","09","CanESM2","historical","ph","r1i1p1","fldmean"
18661016.5,"1",8.16240501403809,"1866","10","CanESM2","historical","ph","r1i1p1","fldmean"
18661116,"1",8.16442489624023,"1866","11","CanESM2","historical","ph","r1i1p1","fldmean"
18661216.5,"1",8.16261100769043,"1866","12","CanESM2","historical","ph","r1i1p1","fldmean"
18670116.5,"1",8.15982818603516,"1867","01","CanESM2","historical","ph","r1i1p1","fldmean"
18670215,"1",8.15911102294922,"1867","02","CanESM2","historical","ph","r1i1p1","fldmean"
18670316.5,"1",8.16151332855225,"1867","03","CanESM2","historical","ph","r1i1p1","fldmean"
18670416,"1",8.16498947143555,"1867","04","CanESM2","historical","ph","r1i1p1","fldmean"
18670516.5,"1",8.16631412506104,"1867","05","CanESM2","historical","ph","r1i1p1","fldmean"
18670616,"1",8.16474437713623,"1867","06","CanESM2","historical","ph","r1i1p1","fldmean"
18670716.5,"1",8.16138935089111,"1867","07","CanESM2","historical","ph","r1i1p1","fldmean"
18670816.5,"1",8.15823841094971,"1867","08","CanESM2","historical","ph","r1i1p1","fldmean"
18670916,"1",8.15916633605957,"1867","09","CanESM2","historical","ph","r1i1p1","fldmean"
18671016.5,"1",8.16242218017578,"1867","10","CanESM2","historical","ph","r1i1p1","fldmean"
18671116,"1",8.16400623321533,"1867","11","CanESM2","historical","ph","r1i1p1","fldmean"
18671216.5,"1",8.16250610351562,"1867","12","CanESM2","historical","ph","r1i1p1","fldmean"
18680116.5,"1",8.15987396240234,"1868","01","CanESM2","historical","ph","r1i1p1","fldmean"
18680215,"1",8.15919399261475,"1868","02","CanESM2","historical","ph","r1i1p1","fldmean"
18680316.5,"1",8.1612377166748,"1868","03","CanESM2","historical","ph","r1i1p1","fldmean"
18680416,"1",8.1640682220459,"1868","04","CanESM2","historical","ph","r1i1p1","fldmean"
18680516.5,"1",8.16559600830078,"1868","05","CanESM2","historical","ph","r1i1p1","fldmean"
18680616,"1",8.16361999511719,"1868","06","CanESM2","historical","ph","r1i1p1","fldmean"
18680716.5,"1",8.15966320037842,"1868","07","CanESM2","historical","ph","r1i1p1","fldmean"
18680816.5,"1",8.15662479400635,"1868","08","CanESM2","historical","ph","r1i1p1","fldmean"
18680916,"1",8.15763187408447,"1868","09","CanESM2","historical","ph","r1i1p1","fldmean"
18681016.5,"1",8.16017723083496,"1868","10","CanESM2","historical","ph","r1i1p1","fldmean"
18681116,"1",8.16152286529541,"1868","11","CanESM2","historical","ph","r1i1p1","fldmean"
18681216.5,"1",8.16004943847656,"1868","12","CanESM2","historical","ph","r1i1p1","fldmean"
18690116.5,"1",8.15682125091553,"1869","01","CanESM2","historical","ph","r1i1p1","fldmean"
18690215,"1",8.15460300445557,"1869","02","CanESM2","historical","ph","r1i1p1","fldmean"
18690316.5,"1",8.15733242034912,"1869","03","CanESM2","historical","ph","r1i1p1","fldmean"
18690416,"1",8.1616678237915,"1869","04","CanESM2","historical","ph","r1i1p1","fldmean"
18690516.5,"1",8.16471004486084,"1869","05","CanESM2","historical","ph","r1i1p1","fldmean"
18690616,"1",8.16361141204834,"1869","06","CanESM2","historical","ph","r1i1p1","fldmean"
18690716.5,"1",8.1597261428833,"1869","07","CanESM2","historical","ph","r1i1p1","fldmean"
18690816.5,"1",8.15756988525391,"1869","08","CanESM2","historical","ph","r1i1p1","fldmean"
18690916,"1",8.15876197814941,"1869","09","CanESM2","historical","ph","r1i1p1","fldmean"
18691016.5,"1",8.16243457794189,"1869","10","CanESM2","historical","ph","r1i1p1","fldmean"
18691116,"1",8.16421222686768,"1869","11","CanESM2","historical","ph","r1i1p1","fldmean"
18691216.5,"1",8.16281032562256,"1869","12","CanESM2","historical","ph","r1i1p1","fldmean"
18700116.5,"1",8.16032886505127,"1870","01","CanESM2","historical","ph","r1i1p1","fldmean"
18700215,"1",8.16041374206543,"1870","02","CanESM2","historical","ph","r1i1p1","fldmean"
18700316.5,"1",8.16236877441406,"1870","03","CanESM2","historical","ph","r1i1p1","fldmean"
18700416,"1",8.16513919830322,"1870","04","CanESM2","historical","ph","r1i1p1","fldmean"
18700516.5,"1",8.16653537750244,"1870","05","CanESM2","historical","ph","r1i1p1","fldmean"
18700616,"1",8.16450023651123,"1870","06","CanESM2","historical","ph","r1i1p1","fldmean"
18700716.5,"1",8.1605920791626,"1870","07","CanESM2","historical","ph","r1i1p1","fldmean"
18700816.5,"1",8.15758323669434,"1870","08","CanESM2","historical","ph","r1i1p1","fldmean"
18700916,"1",8.15787315368652,"1870","09","CanESM2","historical","ph","r1i1p1","fldmean"
18701016.5,"1",8.16145896911621,"1870","10","CanESM2","historical","ph","r1i1p1","fldmean"
18701116,"1",8.16340255737305,"1870","11","CanESM2","historical","ph","r1i1p1","fldmean"
18701216.5,"1",8.16166496276855,"1870","12","CanESM2","historical","ph","r1i1p1","fldmean"
18710116.5,"1",8.15775012969971,"1871","01","CanESM2","historical","ph","r1i1p1","fldmean"
18710215,"1",8.15619373321533,"1871","02","CanESM2","historical","ph","r1i1p1","fldmean"
18710316.5,"1",8.15881061553955,"1871","03","CanESM2","historical","ph","r1i1p1","fldmean"
18710416,"1",8.16303634643555,"1871","04","CanESM2","historical","ph","r1i1p1","fldmean"
18710516.5,"1",8.16543579101562,"1871","05","CanESM2","historical","ph","r1i1p1","fldmean"
18710616,"1",8.16326522827148,"1871","06","CanESM2","historical","ph","r1i1p1","fldmean"
18710716.5,"1",8.15892791748047,"1871","07","CanESM2","historical","ph","r1i1p1","fldmean"
18710816.5,"1",8.1563549041748,"1871","08","CanESM2","historical","ph","r1i1p1","fldmean"
18710916,"1",8.15804386138916,"1871","09","CanESM2","historical","ph","r1i1p1","fldmean"
18711016.5,"1",8.16126728057861,"1871","10","CanESM2","historical","ph","r1i1p1","fldmean"
18711116,"1",8.16310596466064,"1871","11","CanESM2","historical","ph","r1i1p1","fldmean"
18711216.5,"1",8.16202926635742,"1871","12","CanESM2","historical","ph","r1i1p1","fldmean"
18720116.5,"1",8.15930557250977,"1872","01","CanESM2","historical","ph","r1i1p1","fldmean"
18720215,"1",8.1584997177124,"1872","02","CanESM2","historical","ph","r1i1p1","fldmean"
18720316.5,"1",8.16027164459229,"1872","03","CanESM2","historical","ph","r1i1p1","fldmean"
18720416,"1",8.16310977935791,"1872","04","CanESM2","historical","ph","r1i1p1","fldmean"
18720516.5,"1",8.16450119018555,"1872","05","CanESM2","historical","ph","r1i1p1","fldmean"
18720616,"1",8.16217613220215,"1872","06","CanESM2","historical","ph","r1i1p1","fldmean"
18720716.5,"1",8.15850448608398,"1872","07","CanESM2","historical","ph","r1i1p1","fldmean"
18720816.5,"1",8.15648746490479,"1872","08","CanESM2","historical","ph","r1i1p1","fldmean"
18720916,"1",8.1574125289917,"1872","09","CanESM2","historical","ph","r1i1p1","fldmean"
18721016.5,"1",8.16016960144043,"1872","10","CanESM2","historical","ph","r1i1p1","fldmean"
18721116,"1",8.1618127822876,"1872","11","CanESM2","historical","ph","r1i1p1","fldmean"
18721216.5,"1",8.16058540344238,"1872","12","CanESM2","historical","ph","r1i1p1","fldmean"
18730116.5,"1",8.15615940093994,"1873","01","CanESM2","historical","ph","r1i1p1","fldmean"
18730215,"1",8.15505790710449,"1873","02","CanESM2","historical","ph","r1i1p1","fldmean"
18730316.5,"1",8.15754222869873,"1873","03","CanESM2","historical","ph","r1i1p1","fldmean"
18730416,"1",8.16146850585938,"1873","04","CanESM2","historical","ph","r1i1p1","fldmean"
18730516.5,"1",8.16328907012939,"1873","05","CanESM2","historical","ph","r1i1p1","fldmean"
18730616,"1",8.16200828552246,"1873","06","CanESM2","historical","ph","r1i1p1","fldmean"
18730716.5,"1",8.15854263305664,"1873","07","CanESM2","historical","ph","r1i1p1","fldmean"
18730816.5,"1",8.15644454956055,"1873","08","CanESM2","historical","ph","r1i1p1","fldmean"
18730916,"1",8.15797328948975,"1873","09","CanESM2","historical","ph","r1i1p1","fldmean"
18731016.5,"1",8.16158390045166,"1873","10","CanESM2","historical","ph","r1i1p1","fldmean"
18731116,"1",8.16343021392822,"1873","11","CanESM2","historical","ph","r1i1p1","fldmean"
18731216.5,"1",8.16196441650391,"1873","12","CanESM2","historical","ph","r1i1p1","fldmean"
18740116.5,"1",8.15903472900391,"1874","01","CanESM2","historical","ph","r1i1p1","fldmean"
18740215,"1",8.15794563293457,"1874","02","CanESM2","historical","ph","r1i1p1","fldmean"
18740316.5,"1",8.15964126586914,"1874","03","CanESM2","historical","ph","r1i1p1","fldmean"
18740416,"1",8.16243362426758,"1874","04","CanESM2","historical","ph","r1i1p1","fldmean"
18740516.5,"1",8.16488265991211,"1874","05","CanESM2","historical","ph","r1i1p1","fldmean"
18740616,"1",8.16248035430908,"1874","06","CanESM2","historical","ph","r1i1p1","fldmean"
18740716.5,"1",8.15886974334717,"1874","07","CanESM2","historical","ph","r1i1p1","fldmean"
