"time","units","value","year","month","model","experiment","variable","ensemble","method_used"
19111016.5,"1",7.90124320983887,"1911","10","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19111116,"1",7.90091371536255,"1911","11","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19111216.5,"1",7.90338134765625,"1911","12","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19120116.5,"1",7.90265321731567,"1912","01","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19120215,"1",7.89934921264648,"1912","02","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19120316.5,"1",7.89698028564453,"1912","03","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19120416,"1",7.89667797088623,"1912","04","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19120516.5,"1",7.89815378189087,"1912","05","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19120616,"1",7.90234422683716,"1912","06","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19120716.5,"1",7.90236139297485,"1912","07","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19120816.5,"1",7.9006404876709,"1912","08","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19120916,"1",7.90103816986084,"1912","09","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19121016.5,"1",7.90114450454712,"1912","10","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19121116,"1",7.90057039260864,"1912","11","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19121216.5,"1",7.90236520767212,"1912","12","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19130116.5,"1",7.90136575698853,"1913","01","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19130215,"1",7.89804458618164,"1913","02","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19130316.5,"1",7.89659547805786,"1913","03","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19130416,"1",7.89595317840576,"1913","04","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19130516.5,"1",7.89821720123291,"1913","05","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19130616,"1",7.90184593200684,"1913","06","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19130716.5,"1",7.90195560455322,"1913","07","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19130816.5,"1",7.89986228942871,"1913","08","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19130916,"1",7.89948558807373,"1913","09","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19131016.5,"1",7.89942598342896,"1913","10","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19131116,"1",7.89895963668823,"1913","11","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19131216.5,"1",7.90079545974731,"1913","12","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19140116.5,"1",7.9004955291748,"1914","01","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19140215,"1",7.89783048629761,"1914","02","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19140316.5,"1",7.8954758644104,"1914","03","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19140416,"1",7.89511299133301,"1914","04","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19140516.5,"1",7.89736604690552,"1914","05","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19140616,"1",7.90112781524658,"1914","06","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19140716.5,"1",7.90100240707397,"1914","07","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19140816.5,"1",7.89929294586182,"1914","08","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19140916,"1",7.89882564544678,"1914","09","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19141016.5,"1",7.89842844009399,"1914","10","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19141116,"1",7.8982834815979,"1914","11","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19141216.5,"1",7.90043878555298,"1914","12","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19150116.5,"1",7.90047645568848,"1915","01","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19150215,"1",7.89717388153076,"1915","02","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19150316.5,"1",7.89485645294189,"1915","03","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19150416,"1",7.89449071884155,"1915","04","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19150516.5,"1",7.89646577835083,"1915","05","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19150616,"1",7.9006233215332,"1915","06","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19150716.5,"1",7.90061855316162,"1915","07","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19150816.5,"1",7.89899778366089,"1915","08","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19150916,"1",7.89823770523071,"1915","09","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19151016.5,"1",7.89861726760864,"1915","10","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19151116,"1",7.89872312545776,"1915","11","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19151216.5,"1",7.90033960342407,"1915","12","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19160116.5,"1",7.89913129806519,"1916","01","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19160215,"1",7.89640092849731,"1916","02","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19160316.5,"1",7.89434385299683,"1916","03","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19160416,"1",7.89406204223633,"1916","04","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19160516.5,"1",7.89634656906128,"1916","05","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19160616,"1",7.90076017379761,"1916","06","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19160716.5,"1",7.90108919143677,"1916","07","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19160816.5,"1",7.89935255050659,"1916","08","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19160916,"1",7.8989725112915,"1916","09","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19161016.5,"1",7.89889097213745,"1916","10","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19161116,"1",7.8979024887085,"1916","11","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19161216.5,"1",7.89973592758179,"1916","12","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19170116.5,"1",7.89991617202759,"1917","01","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19170215,"1",7.89687824249268,"1917","02","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19170316.5,"1",7.89491081237793,"1917","03","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19170416,"1",7.89467096328735,"1917","04","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19170516.5,"1",7.89656400680542,"1917","05","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19170616,"1",7.90047454833984,"1917","06","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19170716.5,"1",7.90058660507202,"1917","07","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19170816.5,"1",7.89885854721069,"1917","08","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19170916,"1",7.89832782745361,"1917","09","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19171016.5,"1",7.89826107025146,"1917","10","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19171116,"1",7.89791297912598,"1917","11","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19171216.5,"1",7.89956712722778,"1917","12","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19180116.5,"1",7.89954662322998,"1918","01","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19180215,"1",7.89646625518799,"1918","02","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19180316.5,"1",7.89446640014648,"1918","03","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19180416,"1",7.89416646957397,"1918","04","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19180516.5,"1",7.89650678634644,"1918","05","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19180616,"1",7.89973068237305,"1918","06","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19180716.5,"1",7.89926052093506,"1918","07","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19180816.5,"1",7.8975715637207,"1918","08","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19180916,"1",7.89745664596558,"1918","09","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19181016.5,"1",7.89772367477417,"1918","10","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19181116,"1",7.89767694473267,"1918","11","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19181216.5,"1",7.90035438537598,"1918","12","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19190116.5,"1",7.90010261535645,"1919","01","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19190215,"1",7.89620304107666,"1919","02","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19190316.5,"1",7.89398097991943,"1919","03","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19190416,"1",7.89368200302124,"1919","04","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19190516.5,"1",7.89620971679688,"1919","05","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19190616,"1",7.90037488937378,"1919","06","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19190716.5,"1",7.90022134780884,"1919","07","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19190816.5,"1",7.89769077301025,"1919","08","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19190916,"1",7.89695119857788,"1919","09","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19191016.5,"1",7.89702129364014,"1919","10","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19191116,"1",7.89671325683594,"1919","11","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19191216.5,"1",7.89785432815552,"1919","12","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19200116.5,"1",7.89766407012939,"1920","01","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19200215,"1",7.89450740814209,"1920","02","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19200316.5,"1",7.89246082305908,"1920","03","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19200416,"1",7.89219284057617,"1920","04","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19200516.5,"1",7.89500713348389,"1920","05","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19200616,"1",7.89897584915161,"1920","06","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19200716.5,"1",7.89863967895508,"1920","07","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19200816.5,"1",7.89754724502563,"1920","08","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19200916,"1",7.89715099334717,"1920","09","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19201016.5,"1",7.89708805084229,"1920","10","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19201116,"1",7.89665746688843,"1920","11","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19201216.5,"1",7.89891576766968,"1920","12","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19210116.5,"1",7.89827871322632,"1921","01","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19210215,"1",7.89433145523071,"1921","02","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19210316.5,"1",7.8921103477478,"1921","03","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19210416,"1",7.89134168624878,"1921","04","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19210516.5,"1",7.89322090148926,"1921","05","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19210616,"1",7.89672517776489,"1921","06","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19210716.5,"1",7.89721965789795,"1921","07","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19210816.5,"1",7.89565134048462,"1921","08","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19210916,"1",7.89550065994263,"1921","09","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19211016.5,"1",7.89590978622437,"1921","10","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19211116,"1",7.89497947692871,"1921","11","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19211216.5,"1",7.89655447006226,"1921","12","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19220116.5,"1",7.89589071273804,"1922","01","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19220215,"1",7.89276885986328,"1922","02","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19220316.5,"1",7.89162635803223,"1922","03","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19220416,"1",7.89161014556885,"1922","04","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19220516.5,"1",7.8943452835083,"1922","05","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19220616,"1",7.8976993560791,"1922","06","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19220716.5,"1",7.89795732498169,"1922","07","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19220816.5,"1",7.89684772491455,"1922","08","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19220916,"1",7.89595222473145,"1922","09","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19221016.5,"1",7.89566230773926,"1922","10","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19221116,"1",7.89524459838867,"1922","11","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19221216.5,"1",7.89734840393066,"1922","12","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19230116.5,"1",7.89763975143433,"1923","01","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19230215,"1",7.89484643936157,"1923","02","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19230316.5,"1",7.89282941818237,"1923","03","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19230416,"1",7.89236640930176,"1923","04","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19230516.5,"1",7.89446449279785,"1923","05","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19230616,"1",7.89731884002686,"1923","06","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19230716.5,"1",7.89793586730957,"1923","07","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19230816.5,"1",7.89689016342163,"1923","08","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19230916,"1",7.89611291885376,"1923","09","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19231016.5,"1",7.89645767211914,"1923","10","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19231116,"1",7.89656448364258,"1923","11","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19231216.5,"1",7.89768743515015,"1923","12","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19240116.5,"1",7.89815139770508,"1924","01","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19240215,"1",7.89477109909058,"1924","02","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19240316.5,"1",7.89293718338013,"1924","03","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19240416,"1",7.89267063140869,"1924","04","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19240516.5,"1",7.894455909729,"1924","05","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19240616,"1",7.89778709411621,"1924","06","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19240716.5,"1",7.89840030670166,"1924","07","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19240816.5,"1",7.89663743972778,"1924","08","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19240916,"1",7.89613962173462,"1924","09","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19241016.5,"1",7.89618635177612,"1924","10","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19241116,"1",7.89601707458496,"1924","11","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19241216.5,"1",7.89872980117798,"1924","12","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19250116.5,"1",7.89751386642456,"1925","01","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19250215,"1",7.89411878585815,"1925","02","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19250316.5,"1",7.89224147796631,"1925","03","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19250416,"1",7.89181137084961,"1925","04","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19250516.5,"1",7.89378023147583,"1925","05","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19250616,"1",7.89771413803101,"1925","06","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19250716.5,"1",7.89778709411621,"1925","07","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19250816.5,"1",7.89580678939819,"1925","08","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19250916,"1",7.89511299133301,"1925","09","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19251016.5,"1",7.89523267745972,"1925","10","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19251116,"1",7.89458465576172,"1925","11","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19251216.5,"1",7.89687967300415,"1925","12","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19260116.5,"1",7.89764595031738,"1926","01","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19260215,"1",7.89377880096436,"1926","02","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19260316.5,"1",7.89176607131958,"1926","03","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19260416,"1",7.89104270935059,"1926","04","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19260516.5,"1",7.89347410202026,"1926","05","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19260616,"1",7.89705944061279,"1926","06","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19260716.5,"1",7.89747953414917,"1926","07","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19260816.5,"1",7.89544725418091,"1926","08","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19260916,"1",7.89510631561279,"1926","09","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19261016.5,"1",7.89516496658325,"1926","10","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19261116,"1",7.89436388015747,"1926","11","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19261216.5,"1",7.89650964736938,"1926","12","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19270116.5,"1",7.89614820480347,"1927","01","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19270215,"1",7.89228296279907,"1927","02","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19270316.5,"1",7.89021110534668,"1927","03","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19270416,"1",7.88976907730103,"1927","04","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19270516.5,"1",7.89232015609741,"1927","05","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19270616,"1",7.89592885971069,"1927","06","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19270716.5,"1",7.89632511138916,"1927","07","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19270816.5,"1",7.89455509185791,"1927","08","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19270916,"1",7.89462423324585,"1927","09","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19271016.5,"1",7.89447689056396,"1927","10","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19271116,"1",7.89411067962646,"1927","11","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19271216.5,"1",7.89468240737915,"1927","12","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19280116.5,"1",7.89475345611572,"1928","01","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19280215,"1",7.89239931106567,"1928","02","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19280316.5,"1",7.89047718048096,"1928","03","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19280416,"1",7.89024877548218,"1928","04","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19280516.5,"1",7.89228963851929,"1928","05","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19280616,"1",7.89637041091919,"1928","06","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19280716.5,"1",7.89622497558594,"1928","07","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19280816.5,"1",7.89464664459229,"1928","08","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19280916,"1",7.89409303665161,"1928","09","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19281016.5,"1",7.89441585540771,"1928","10","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19281116,"1",7.89486885070801,"1928","11","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19281216.5,"1",7.8960394859314,"1928","12","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19290116.5,"1",7.89522504806519,"1929","01","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19290215,"1",7.89222717285156,"1929","02","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19290316.5,"1",7.8900260925293,"1929","03","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19290416,"1",7.88936328887939,"1929","04","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19290516.5,"1",7.89190340042114,"1929","05","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19290616,"1",7.8958306312561,"1929","06","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19290716.5,"1",7.89563751220703,"1929","07","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19290816.5,"1",7.89304351806641,"1929","08","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19290916,"1",7.89270925521851,"1929","09","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19291016.5,"1",7.89308309555054,"1929","10","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19291116,"1",7.89288425445557,"1929","11","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19291216.5,"1",7.89626550674438,"1929","12","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19300116.5,"1",7.89486837387085,"1930","01","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19300215,"1",7.89153814315796,"1930","02","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19300316.5,"1",7.88962078094482,"1930","03","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19300416,"1",7.88921403884888,"1930","04","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19300516.5,"1",7.89183759689331,"1930","05","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19300616,"1",7.89541625976562,"1930","06","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19300716.5,"1",7.8952169418335,"1930","07","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19300816.5,"1",7.89349460601807,"1930","08","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19300916,"1",7.89301013946533,"1930","09","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19301016.5,"1",7.89286708831787,"1930","10","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19301116,"1",7.89226627349854,"1930","11","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19301216.5,"1",7.8952169418335,"1930","12","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19310116.5,"1",7.89458036422729,"1931","01","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19310215,"1",7.89086484909058,"1931","02","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19310316.5,"1",7.88861179351807,"1931","03","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19310416,"1",7.88838958740234,"1931","04","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19310516.5,"1",7.89106798171997,"1931","05","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19310616,"1",7.89501285552979,"1931","06","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19310716.5,"1",7.89484357833862,"1931","07","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19310816.5,"1",7.89286756515503,"1931","08","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19310916,"1",7.89228343963623,"1931","09","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19311016.5,"1",7.89243125915527,"1931","10","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19311116,"1",7.89188671112061,"1931","11","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19311216.5,"1",7.89374876022339,"1931","12","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19320116.5,"1",7.89356231689453,"1932","01","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19320215,"1",7.89022254943848,"1932","02","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19320316.5,"1",7.88825845718384,"1932","03","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19320416,"1",7.88742160797119,"1932","04","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19320516.5,"1",7.88977098464966,"1932","05","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19320616,"1",7.89308786392212,"1932","06","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19320716.5,"1",7.89386987686157,"1932","07","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19320816.5,"1",7.89132785797119,"1932","08","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19320916,"1",7.89130783081055,"1932","09","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19321016.5,"1",7.89184474945068,"1932","10","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19321116,"1",7.89133644104004,"1932","11","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19321216.5,"1",7.89281129837036,"1932","12","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19330116.5,"1",7.89230823516846,"1933","01","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19330215,"1",7.88945198059082,"1933","02","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19330316.5,"1",7.88785791397095,"1933","03","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19330416,"1",7.88760948181152,"1933","04","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19330516.5,"1",7.88948392868042,"1933","05","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19330616,"1",7.89323282241821,"1933","06","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19330716.5,"1",7.89317798614502,"1933","07","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19330816.5,"1",7.89195203781128,"1933","08","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19330916,"1",7.89153575897217,"1933","09","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19331016.5,"1",7.89162921905518,"1933","10","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19331116,"1",7.89196681976318,"1933","11","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19331216.5,"1",7.89351367950439,"1933","12","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19340116.5,"1",7.89255714416504,"1934","01","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19340215,"1",7.88956880569458,"1934","02","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19340316.5,"1",7.88738918304443,"1934","03","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19340416,"1",7.88711547851562,"1934","04","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19340516.5,"1",7.88920450210571,"1934","05","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19340616,"1",7.89265394210815,"1934","06","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19340716.5,"1",7.89296340942383,"1934","07","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19340816.5,"1",7.89107847213745,"1934","08","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19340916,"1",7.89071607589722,"1934","09","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19341016.5,"1",7.89082431793213,"1934","10","CESM1-BGC","historical","ph","r1i1p1","fldmean"
19341116,"1",7.89041185379028,"1934","11","CESM1-BGC","historical","ph","r1i1p1","fldmean"
