"time","units","value","year","month","model","experiment","variable","ensemble","method_used"
19240215,"mol m-3",0.213668212294579,"1924","02","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19240316.5,"mol m-3",0.213103726506233,"1924","03","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19240416,"mol m-3",0.212489172816277,"1924","04","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19240516.5,"mol m-3",0.212452352046967,"1924","05","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19240616,"mol m-3",0.212126702070236,"1924","06","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19240716.5,"mol m-3",0.211006537079811,"1924","07","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19240816.5,"mol m-3",0.209966644644737,"1924","08","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19240916,"mol m-3",0.209968283772469,"1924","09","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19241016.5,"mol m-3",0.210298508405685,"1924","10","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19241116,"mol m-3",0.210744097828865,"1924","11","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19241216.5,"mol m-3",0.212272182106972,"1924","12","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19250116.5,"mol m-3",0.212756603956223,"1925","01","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19250215,"mol m-3",0.212528392672539,"1925","02","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19250316.5,"mol m-3",0.212473601102829,"1925","03","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19250416,"mol m-3",0.211850017309189,"1925","04","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19250516.5,"mol m-3",0.211560666561127,"1925","05","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19250616,"mol m-3",0.211472451686859,"1925","06","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19250716.5,"mol m-3",0.210492432117462,"1925","07","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19250816.5,"mol m-3",0.20954529941082,"1925","08","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19250916,"mol m-3",0.20957587659359,"1925","09","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19251016.5,"mol m-3",0.209907472133636,"1925","10","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19251116,"mol m-3",0.210371419787407,"1925","11","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19251216.5,"mol m-3",0.211985602974892,"1925","12","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19260116.5,"mol m-3",0.213041812181473,"1926","01","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19260215,"mol m-3",0.212572574615479,"1926","02","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19260316.5,"mol m-3",0.211982429027557,"1926","03","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19260416,"mol m-3",0.211446434259415,"1926","04","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19260516.5,"mol m-3",0.211482271552086,"1926","05","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19260616,"mol m-3",0.2112937271595,"1926","06","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19260716.5,"mol m-3",0.21041676402092,"1926","07","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19260816.5,"mol m-3",0.20955853164196,"1926","08","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19260916,"mol m-3",0.209463536739349,"1926","09","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19261016.5,"mol m-3",0.209853619337082,"1926","10","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19261116,"mol m-3",0.210150972008705,"1926","11","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19261216.5,"mol m-3",0.211591839790344,"1926","12","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19270116.5,"mol m-3",0.21244204044342,"1927","01","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19270215,"mol m-3",0.211998298764229,"1927","02","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19270316.5,"mol m-3",0.211646229028702,"1927","03","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19270416,"mol m-3",0.21154597401619,"1927","04","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19270516.5,"mol m-3",0.211550951004028,"1927","05","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19270616,"mol m-3",0.211368545889854,"1927","06","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19270716.5,"mol m-3",0.210438966751099,"1927","07","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19270816.5,"mol m-3",0.209691941738129,"1927","08","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19270916,"mol m-3",0.209640190005302,"1927","09","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19271016.5,"mol m-3",0.209633857011795,"1927","10","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19271116,"mol m-3",0.209841266274452,"1927","11","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19271216.5,"mol m-3",0.210861876606941,"1927","12","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19280116.5,"mol m-3",0.211858242750168,"1928","01","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19280215,"mol m-3",0.212023392319679,"1928","02","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19280316.5,"mol m-3",0.211725935339928,"1928","03","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19280416,"mol m-3",0.211271837353706,"1928","04","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19280516.5,"mol m-3",0.211028829216957,"1928","05","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19280616,"mol m-3",0.211399838328362,"1928","06","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19280716.5,"mol m-3",0.210303917527199,"1928","07","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19280816.5,"mol m-3",0.209422990679741,"1928","08","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19280916,"mol m-3",0.209305003285408,"1928","09","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19281016.5,"mol m-3",0.209574371576309,"1928","10","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19281116,"mol m-3",0.210106119513512,"1928","11","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19281216.5,"mol m-3",0.211293295025826,"1928","12","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19290116.5,"mol m-3",0.211994588375092,"1929","01","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19290215,"mol m-3",0.211881145834923,"1929","02","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19290316.5,"mol m-3",0.211598917841911,"1929","03","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19290416,"mol m-3",0.211080074310303,"1929","04","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19290516.5,"mol m-3",0.210942566394806,"1929","05","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19290616,"mol m-3",0.210797876119614,"1929","06","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19290716.5,"mol m-3",0.209539711475372,"1929","07","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19290816.5,"mol m-3",0.208297595381737,"1929","08","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19290916,"mol m-3",0.208245158195496,"1929","09","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19291016.5,"mol m-3",0.208656132221222,"1929","10","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19291116,"mol m-3",0.209062740206718,"1929","11","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19291216.5,"mol m-3",0.210407793521881,"1929","12","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19300116.5,"mol m-3",0.211179107427597,"1930","01","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19300215,"mol m-3",0.211182489991188,"1930","02","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19300316.5,"mol m-3",0.210758030414581,"1930","03","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19300416,"mol m-3",0.210402220487595,"1930","04","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19300516.5,"mol m-3",0.210564643144608,"1930","05","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19300616,"mol m-3",0.210503667593002,"1930","06","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19300716.5,"mol m-3",0.209562912583351,"1930","07","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19300816.5,"mol m-3",0.208621516823769,"1930","08","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19300916,"mol m-3",0.208636954426765,"1930","09","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19301016.5,"mol m-3",0.208896234631538,"1930","10","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19301116,"mol m-3",0.209233045578003,"1930","11","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19301216.5,"mol m-3",0.210594579577446,"1930","12","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19310116.5,"mol m-3",0.21119849383831,"1931","01","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19310215,"mol m-3",0.211011677980423,"1931","02","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19310316.5,"mol m-3",0.210824444890022,"1931","03","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19310416,"mol m-3",0.210665807127953,"1931","04","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19310516.5,"mol m-3",0.210634663701057,"1931","05","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19310616,"mol m-3",0.2106923609972,"1931","06","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19310716.5,"mol m-3",0.20968234539032,"1931","07","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19310816.5,"mol m-3",0.208699330687523,"1931","08","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19310916,"mol m-3",0.208480641245842,"1931","09","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19311016.5,"mol m-3",0.208660677075386,"1931","10","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19311116,"mol m-3",0.2089763879776,"1931","11","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19311216.5,"mol m-3",0.210419446229935,"1931","12","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19320116.5,"mol m-3",0.211425378918648,"1932","01","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19320215,"mol m-3",0.211151629686356,"1932","02","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19320316.5,"mol m-3",0.211049810051918,"1932","03","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19320416,"mol m-3",0.21074016392231,"1932","04","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19320516.5,"mol m-3",0.210741966962814,"1932","05","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19320616,"mol m-3",0.21073405444622,"1932","06","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19320716.5,"mol m-3",0.209784016013145,"1932","07","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19320816.5,"mol m-3",0.208588093519211,"1932","08","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19320916,"mol m-3",0.208546385169029,"1932","09","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19321016.5,"mol m-3",0.208996400237083,"1932","10","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19321116,"mol m-3",0.209476843476295,"1932","11","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19321216.5,"mol m-3",0.210721850395203,"1932","12","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19330116.5,"mol m-3",0.211615428328514,"1933","01","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19330215,"mol m-3",0.21142090857029,"1933","02","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19330316.5,"mol m-3",0.211307689547539,"1933","03","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19330416,"mol m-3",0.210824877023697,"1933","04","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19330516.5,"mol m-3",0.210863247513771,"1933","05","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19330616,"mol m-3",0.21099990606308,"1933","06","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19330716.5,"mol m-3",0.210043027997017,"1933","07","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19330816.5,"mol m-3",0.209245920181274,"1933","08","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19330916,"mol m-3",0.20917335152626,"1933","09","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19331016.5,"mol m-3",0.209464132785797,"1933","10","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19331116,"mol m-3",0.209911674261093,"1933","11","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19331216.5,"mol m-3",0.211231887340546,"1933","12","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19340116.5,"mol m-3",0.21213011443615,"1934","01","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19340215,"mol m-3",0.211971566081047,"1934","02","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19340316.5,"mol m-3",0.211927279829979,"1934","03","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19340416,"mol m-3",0.21121834218502,"1934","04","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19340516.5,"mol m-3",0.210842162370682,"1934","05","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19340616,"mol m-3",0.210742071270943,"1934","06","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19340716.5,"mol m-3",0.20977845788002,"1934","07","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19340816.5,"mol m-3",0.20859070122242,"1934","08","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19340916,"mol m-3",0.208297818899155,"1934","09","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19341016.5,"mol m-3",0.208726197481155,"1934","10","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19341116,"mol m-3",0.209038808941841,"1934","11","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19341216.5,"mol m-3",0.210091292858124,"1934","12","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19350116.5,"mol m-3",0.210972592234612,"1935","01","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19350215,"mol m-3",0.210672736167908,"1935","02","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19350316.5,"mol m-3",0.210609287023544,"1935","03","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19350416,"mol m-3",0.210268825292587,"1935","04","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19350516.5,"mol m-3",0.209961399435997,"1935","05","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19350616,"mol m-3",0.209890350699425,"1935","06","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19350716.5,"mol m-3",0.208865225315094,"1935","07","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19350816.5,"mol m-3",0.207801967859268,"1935","08","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19350916,"mol m-3",0.207885250449181,"1935","09","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19351016.5,"mol m-3",0.208324953913689,"1935","10","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19351116,"mol m-3",0.208526343107224,"1935","11","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19351216.5,"mol m-3",0.209812074899673,"1935","12","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19360116.5,"mol m-3",0.210887789726257,"1936","01","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19360215,"mol m-3",0.21065790951252,"1936","02","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19360316.5,"mol m-3",0.210423156619072,"1936","03","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19360416,"mol m-3",0.209915205836296,"1936","04","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19360516.5,"mol m-3",0.209974810481071,"1936","05","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19360616,"mol m-3",0.210161596536636,"1936","06","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19360716.5,"mol m-3",0.20902968943119,"1936","07","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19360816.5,"mol m-3",0.207961305975914,"1936","08","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19360916,"mol m-3",0.207829818129539,"1936","09","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19361016.5,"mol m-3",0.208152577280998,"1936","10","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19361116,"mol m-3",0.208667680621147,"1936","11","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19361216.5,"mol m-3",0.209843158721924,"1936","12","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19370116.5,"mol m-3",0.210641443729401,"1937","01","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19370215,"mol m-3",0.210599318146706,"1937","02","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19370316.5,"mol m-3",0.210094287991524,"1937","03","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19370416,"mol m-3",0.209425777196884,"1937","04","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19370516.5,"mol m-3",0.209690675139427,"1937","05","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19370616,"mol m-3",0.209867402911186,"1937","06","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19370716.5,"mol m-3",0.208954095840454,"1937","07","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19370816.5,"mol m-3",0.207925751805305,"1937","08","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19370916,"mol m-3",0.207980543375015,"1937","09","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19371016.5,"mol m-3",0.208192899823189,"1937","10","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19371116,"mol m-3",0.208572342991829,"1937","11","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19371216.5,"mol m-3",0.209925785660744,"1937","12","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19380116.5,"mol m-3",0.210708320140839,"1938","01","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19380215,"mol m-3",0.210877045989037,"1938","02","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19380316.5,"mol m-3",0.210252419114113,"1938","03","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19380416,"mol m-3",0.209770277142525,"1938","04","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19380516.5,"mol m-3",0.209585040807724,"1938","05","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19380616,"mol m-3",0.209531754255295,"1938","06","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19380716.5,"mol m-3",0.208369076251984,"1938","07","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19380816.5,"mol m-3",0.207326039671898,"1938","08","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19380916,"mol m-3",0.207346498966217,"1938","09","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19381016.5,"mol m-3",0.207786381244659,"1938","10","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19381116,"mol m-3",0.208346664905548,"1938","11","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19381216.5,"mol m-3",0.209480255842209,"1938","12","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19390116.5,"mol m-3",0.210346892476082,"1939","01","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19390215,"mol m-3",0.210379928350449,"1939","02","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19390316.5,"mol m-3",0.210166662931442,"1939","03","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19390416,"mol m-3",0.20975024998188,"1939","04","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19390516.5,"mol m-3",0.209670171141624,"1939","05","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19390616,"mol m-3",0.20972204208374,"1939","06","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19390716.5,"mol m-3",0.208437293767929,"1939","07","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19390816.5,"mol m-3",0.207570791244507,"1939","08","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19390916,"mol m-3",0.207772493362427,"1939","09","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19391016.5,"mol m-3",0.207973539829254,"1939","10","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19391116,"mol m-3",0.208554863929749,"1939","11","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19391216.5,"mol m-3",0.209793865680695,"1939","12","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19400116.5,"mol m-3",0.210869133472443,"1940","01","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19400215,"mol m-3",0.210752487182617,"1940","02","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19400316.5,"mol m-3",0.210468977689743,"1940","03","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19400416,"mol m-3",0.210053354501724,"1940","04","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19400516.5,"mol m-3",0.209766149520874,"1940","05","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19400616,"mol m-3",0.210005298256874,"1940","06","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19400716.5,"mol m-3",0.209034949541092,"1940","07","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19400816.5,"mol m-3",0.208161249756813,"1940","08","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19400916,"mol m-3",0.208426147699356,"1940","09","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19401016.5,"mol m-3",0.208900943398476,"1940","10","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19401116,"mol m-3",0.209386765956879,"1940","11","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19401216.5,"mol m-3",0.210564956068993,"1940","12","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19410116.5,"mol m-3",0.21140918135643,"1941","01","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19410215,"mol m-3",0.211573153734207,"1941","02","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19410316.5,"mol m-3",0.211026087403297,"1941","03","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19410416,"mol m-3",0.21066153049469,"1941","04","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19410516.5,"mol m-3",0.210679426789284,"1941","05","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19410616,"mol m-3",0.210677459836006,"1941","06","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19410716.5,"mol m-3",0.20962418615818,"1941","07","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19410816.5,"mol m-3",0.20824071764946,"1941","08","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19410916,"mol m-3",0.208136275410652,"1941","09","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19411016.5,"mol m-3",0.20851157605648,"1941","10","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19411116,"mol m-3",0.208921760320663,"1941","11","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19411216.5,"mol m-3",0.210169911384583,"1941","12","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19420116.5,"mol m-3",0.211011484265327,"1942","01","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19420215,"mol m-3",0.210740193724632,"1942","02","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19420316.5,"mol m-3",0.210644781589508,"1942","03","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19420416,"mol m-3",0.210271760821342,"1942","04","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19420516.5,"mol m-3",0.210325673222542,"1942","05","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19420616,"mol m-3",0.210220113396645,"1942","06","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19420716.5,"mol m-3",0.209184214472771,"1942","07","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19420816.5,"mol m-3",0.208382576704025,"1942","08","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19420916,"mol m-3",0.208409801125526,"1942","09","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19421016.5,"mol m-3",0.208425164222717,"1942","10","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19421116,"mol m-3",0.208708524703979,"1942","11","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19421216.5,"mol m-3",0.209715008735657,"1942","12","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19430116.5,"mol m-3",0.210642755031586,"1943","01","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19430215,"mol m-3",0.210456624627113,"1943","02","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19430316.5,"mol m-3",0.21048578619957,"1943","03","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19430416,"mol m-3",0.210335478186607,"1943","04","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19430516.5,"mol m-3",0.210474163293839,"1943","05","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19430616,"mol m-3",0.210129514336586,"1943","06","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19430716.5,"mol m-3",0.209180995821953,"1943","07","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19430816.5,"mol m-3",0.20819990336895,"1943","08","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19430916,"mol m-3",0.208227694034576,"1943","09","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19431016.5,"mol m-3",0.208528727293015,"1943","10","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19431116,"mol m-3",0.20885556936264,"1943","11","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19431216.5,"mol m-3",0.210145309567451,"1943","12","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19440116.5,"mol m-3",0.21093986928463,"1944","01","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19440215,"mol m-3",0.210610970854759,"1944","02","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19440316.5,"mol m-3",0.210438817739487,"1944","03","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19440416,"mol m-3",0.209770008921623,"1944","04","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19440516.5,"mol m-3",0.209493830800056,"1944","05","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19440616,"mol m-3",0.209330528974533,"1944","06","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19440716.5,"mol m-3",0.208543300628662,"1944","07","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19440816.5,"mol m-3",0.20753975212574,"1944","08","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19440916,"mol m-3",0.207618087530136,"1944","09","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19441016.5,"mol m-3",0.208076238632202,"1944","10","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19441116,"mol m-3",0.208485007286072,"1944","11","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19441216.5,"mol m-3",0.209610491991043,"1944","12","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19450116.5,"mol m-3",0.210701152682304,"1945","01","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19450215,"mol m-3",0.21065229177475,"1945","02","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19450316.5,"mol m-3",0.21027983725071,"1945","03","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19450416,"mol m-3",0.209838643670082,"1945","04","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19450516.5,"mol m-3",0.209757655858994,"1945","05","CESM1-BGC","historical","co3","r1i1p1","fldmean"
19450616,"mol m-3",0.209582656621933,"1945","06","CESM1-BGC","historical","co3","r1i1p1","fldmean"
