"time","units","value","year","month","model","experiment","variable","ensemble","method_used"
18560215,"mol m-3",0.219585776329041,"1856","02","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18560316.5,"mol m-3",0.2195113748312,"1856","03","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18560416,"mol m-3",0.21883736550808,"1856","04","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18560516.5,"mol m-3",0.218423098325729,"1856","05","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18560616,"mol m-3",0.2181616127491,"1856","06","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18560716.5,"mol m-3",0.217287734150887,"1856","07","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18560816.5,"mol m-3",0.216252505779266,"1856","08","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18560916,"mol m-3",0.215858891606331,"1856","09","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18561016.5,"mol m-3",0.216017112135887,"1856","10","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18561116,"mol m-3",0.216308191418648,"1856","11","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18561216.5,"mol m-3",0.217412158846855,"1856","12","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18570116.5,"mol m-3",0.218104228377342,"1857","01","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18570215,"mol m-3",0.218001335859299,"1857","02","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18570316.5,"mol m-3",0.217986643314362,"1857","03","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18570416,"mol m-3",0.217912286520004,"1857","04","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18570516.5,"mol m-3",0.217904105782509,"1857","05","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18570616,"mol m-3",0.21809110045433,"1857","06","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18570716.5,"mol m-3",0.217327445745468,"1857","07","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18570816.5,"mol m-3",0.216477647423744,"1857","08","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18570916,"mol m-3",0.216022074222565,"1857","09","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18571016.5,"mol m-3",0.216167509555817,"1857","10","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18571116,"mol m-3",0.216617554426193,"1857","11","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18571216.5,"mol m-3",0.217915132641792,"1857","12","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18580116.5,"mol m-3",0.218680515885353,"1858","01","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18580215,"mol m-3",0.218516156077385,"1858","02","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18580316.5,"mol m-3",0.218561038374901,"1858","03","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18580416,"mol m-3",0.21832400560379,"1858","04","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18580516.5,"mol m-3",0.218219071626663,"1858","05","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18580616,"mol m-3",0.218442693352699,"1858","06","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18580716.5,"mol m-3",0.217398092150688,"1858","07","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18580816.5,"mol m-3",0.216259330511093,"1858","08","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18580916,"mol m-3",0.216396495699883,"1858","09","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18581016.5,"mol m-3",0.216742411255836,"1858","10","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18581116,"mol m-3",0.216981992125511,"1858","11","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18581216.5,"mol m-3",0.218500643968582,"1858","12","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18590116.5,"mol m-3",0.219289943575859,"1859","01","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18590215,"mol m-3",0.219137385487556,"1859","02","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18590316.5,"mol m-3",0.218976035714149,"1859","03","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18590416,"mol m-3",0.218736588954926,"1859","04","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18590516.5,"mol m-3",0.218951463699341,"1859","05","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18590616,"mol m-3",0.219012781977654,"1859","06","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18590716.5,"mol m-3",0.218234673142433,"1859","07","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18590816.5,"mol m-3",0.217249348759651,"1859","08","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18590916,"mol m-3",0.217150986194611,"1859","09","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18591016.5,"mol m-3",0.217450484633446,"1859","10","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18591116,"mol m-3",0.217818051576614,"1859","11","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18591216.5,"mol m-3",0.219137787818909,"1859","12","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18600116.5,"mol m-3",0.22004234790802,"1860","01","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18600215,"mol m-3",0.220015928149223,"1860","02","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18600316.5,"mol m-3",0.219767928123474,"1860","03","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18600416,"mol m-3",0.219382300972939,"1860","04","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18600516.5,"mol m-3",0.219183459877968,"1860","05","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18600616,"mol m-3",0.219087094068527,"1860","06","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18600716.5,"mol m-3",0.218099415302277,"1860","07","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18600816.5,"mol m-3",0.217427268624306,"1860","08","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18600916,"mol m-3",0.217518493533134,"1860","09","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18601016.5,"mol m-3",0.21772201359272,"1860","10","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18601116,"mol m-3",0.218206614255905,"1860","11","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18601216.5,"mol m-3",0.219529822468758,"1860","12","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18610116.5,"mol m-3",0.220329090952873,"1861","01","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18610215,"mol m-3",0.220157951116562,"1861","02","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18610316.5,"mol m-3",0.21992751955986,"1861","03","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18610416,"mol m-3",0.21934899687767,"1861","04","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18610516.5,"mol m-3",0.219507724046707,"1861","05","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18610616,"mol m-3",0.219457238912582,"1861","06","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18610716.5,"mol m-3",0.218536823987961,"1861","07","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18610816.5,"mol m-3",0.217385992407799,"1861","08","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18610916,"mol m-3",0.21719554066658,"1861","09","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18611016.5,"mol m-3",0.2174461632967,"1861","10","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18611116,"mol m-3",0.217957764863968,"1861","11","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18611216.5,"mol m-3",0.219601005315781,"1861","12","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18620116.5,"mol m-3",0.22040656208992,"1862","01","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18620215,"mol m-3",0.219883292913437,"1862","02","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18620316.5,"mol m-3",0.219540014863014,"1862","03","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18620416,"mol m-3",0.219161435961723,"1862","04","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18620516.5,"mol m-3",0.219181299209595,"1862","05","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18620616,"mol m-3",0.219028174877167,"1862","06","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18620716.5,"mol m-3",0.218068525195122,"1862","07","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18620816.5,"mol m-3",0.217005863785744,"1862","08","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18620916,"mol m-3",0.217051893472672,"1862","09","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18621016.5,"mol m-3",0.217139065265656,"1862","10","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18621116,"mol m-3",0.2174162119627,"1862","11","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18621216.5,"mol m-3",0.218520373106003,"1862","12","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18630116.5,"mol m-3",0.2193393856287,"1863","01","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18630215,"mol m-3",0.219224736094475,"1863","02","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18630316.5,"mol m-3",0.218917831778526,"1863","03","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18630416,"mol m-3",0.218467012047768,"1863","04","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18630516.5,"mol m-3",0.21834933757782,"1863","05","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18630616,"mol m-3",0.218407720327377,"1863","06","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18630716.5,"mol m-3",0.21748811006546,"1863","07","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18630816.5,"mol m-3",0.216305673122406,"1863","08","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18630916,"mol m-3",0.216149032115936,"1863","09","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18631016.5,"mol m-3",0.216529354453087,"1863","10","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18631116,"mol m-3",0.217216357588768,"1863","11","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18631216.5,"mol m-3",0.218472301959991,"1863","12","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18640116.5,"mol m-3",0.218955159187317,"1864","01","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18640215,"mol m-3",0.218844994902611,"1864","02","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18640316.5,"mol m-3",0.218887284398079,"1864","03","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18640416,"mol m-3",0.218427151441574,"1864","04","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18640516.5,"mol m-3",0.218496516346931,"1864","05","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18640616,"mol m-3",0.21860970556736,"1864","06","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18640716.5,"mol m-3",0.217491209506989,"1864","07","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18640816.5,"mol m-3",0.216569826006889,"1864","08","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18640916,"mol m-3",0.21672360599041,"1864","09","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18641016.5,"mol m-3",0.217307046055794,"1864","10","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18641116,"mol m-3",0.217666253447533,"1864","11","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18641216.5,"mol m-3",0.21906952559948,"1864","12","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18650116.5,"mol m-3",0.219900593161583,"1865","01","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18650215,"mol m-3",0.219340667128563,"1865","02","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18650316.5,"mol m-3",0.218894943594933,"1865","03","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18650416,"mol m-3",0.21857950091362,"1865","04","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18650516.5,"mol m-3",0.218310371041298,"1865","05","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18650616,"mol m-3",0.218395337462425,"1865","06","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18650716.5,"mol m-3",0.217323452234268,"1865","07","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18650816.5,"mol m-3",0.216406419873238,"1865","08","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18650916,"mol m-3",0.216330155730247,"1865","09","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18651016.5,"mol m-3",0.216423630714417,"1865","10","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18651116,"mol m-3",0.21703790128231,"1865","11","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18651216.5,"mol m-3",0.218523472547531,"1865","12","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18660116.5,"mol m-3",0.219154790043831,"1866","01","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18660215,"mol m-3",0.218728497624397,"1866","02","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18660316.5,"mol m-3",0.218513429164886,"1866","03","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18660416,"mol m-3",0.218129500746727,"1866","04","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18660516.5,"mol m-3",0.218371286988258,"1866","05","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18660616,"mol m-3",0.218167141079903,"1866","06","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18660716.5,"mol m-3",0.21716021001339,"1866","07","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18660816.5,"mol m-3",0.216028422117233,"1866","08","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18660916,"mol m-3",0.216032087802887,"1866","09","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18661016.5,"mol m-3",0.216613784432411,"1866","10","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18661116,"mol m-3",0.217154949903488,"1866","11","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18661216.5,"mol m-3",0.21849636733532,"1866","12","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18670116.5,"mol m-3",0.219231516122818,"1867","01","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18670215,"mol m-3",0.218816503882408,"1867","02","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18670316.5,"mol m-3",0.218816623091698,"1867","03","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18670416,"mol m-3",0.218714371323586,"1867","04","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18670516.5,"mol m-3",0.218725651502609,"1867","05","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18670616,"mol m-3",0.218435555696487,"1867","06","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18670716.5,"mol m-3",0.217255517840385,"1867","07","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18670816.5,"mol m-3",0.216166496276855,"1867","08","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18670916,"mol m-3",0.216370567679405,"1867","09","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18671016.5,"mol m-3",0.216926053166389,"1867","10","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18671116,"mol m-3",0.21744991838932,"1867","11","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18671216.5,"mol m-3",0.219046503305435,"1867","12","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18680116.5,"mol m-3",0.219548270106316,"1868","01","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18680215,"mol m-3",0.219077751040459,"1868","02","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18680316.5,"mol m-3",0.218897864222527,"1868","03","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18680416,"mol m-3",0.21869683265686,"1868","04","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18680516.5,"mol m-3",0.21862156689167,"1868","05","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18680616,"mol m-3",0.218478724360466,"1868","06","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18680716.5,"mol m-3",0.217333123087883,"1868","07","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18680816.5,"mol m-3",0.216238781809807,"1868","08","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18680916,"mol m-3",0.21646349132061,"1868","09","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18681016.5,"mol m-3",0.216787025332451,"1868","10","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18681116,"mol m-3",0.217147558927536,"1868","11","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18681216.5,"mol m-3",0.218317449092865,"1868","12","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18690116.5,"mol m-3",0.219416588544846,"1869","01","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18690215,"mol m-3",0.218987077474594,"1869","02","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18690316.5,"mol m-3",0.218948394060135,"1869","03","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18690416,"mol m-3",0.218601003289223,"1869","04","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18690516.5,"mol m-3",0.218321561813354,"1869","05","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18690616,"mol m-3",0.218336328864098,"1869","06","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18690716.5,"mol m-3",0.217338144779205,"1869","07","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18690816.5,"mol m-3",0.216265276074409,"1869","08","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18690916,"mol m-3",0.215919315814972,"1869","09","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18691016.5,"mol m-3",0.216247379779816,"1869","10","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18691116,"mol m-3",0.216782301664352,"1869","11","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18691216.5,"mol m-3",0.217815428972244,"1869","12","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18700116.5,"mol m-3",0.218731984496117,"1870","01","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18700215,"mol m-3",0.218596667051315,"1870","02","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18700316.5,"mol m-3",0.218378692865372,"1870","03","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18700416,"mol m-3",0.218158185482025,"1870","04","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18700516.5,"mol m-3",0.218143075704575,"1870","05","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18700616,"mol m-3",0.218284443020821,"1870","06","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18700716.5,"mol m-3",0.21709831058979,"1870","07","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18700816.5,"mol m-3",0.215947687625885,"1870","08","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18700916,"mol m-3",0.21577362716198,"1870","09","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18701016.5,"mol m-3",0.216039448976517,"1870","10","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18701116,"mol m-3",0.216501474380493,"1870","11","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18701216.5,"mol m-3",0.217760071158409,"1870","12","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18710116.5,"mol m-3",0.21891425549984,"1871","01","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18710215,"mol m-3",0.21889516711235,"1871","02","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18710316.5,"mol m-3",0.218932047486305,"1871","03","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18710416,"mol m-3",0.2185128480196,"1871","04","CESM1-BGC","historical","co3","r1i1p1","fldmean"
18710516.5,"mol m-3",0.218555152416229,"1871","05","CESM1-BGC","historical","co3","r1i1p1","fldmean"
